"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"LA09Q","General Renal Disorders without Interventions, with CC Score 0-2",5,6,"No","-",0,310,0,0,815,216,0
"LA97A","Same Day Dialysis Admission or Attendance, 19 years and over",5,5,"No","-",0,0,0,0,0,0,0
"LB06H","Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 9+",52,56,"Yes","30%",0,6930,0,0,7146,216,2144
"LB06J","Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8",20,41,"Yes","30%",0,3561,0,0,4906,216,1472
"LB06K","Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",12,29,"Yes","30%",0,2527,0,0,3518,216,1056
"LB06L","Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",7,16,"Yes","30%",0,2085,0,0,2425,216,727
"LB06M","Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",5,16,"Yes","30%",0,1837,0,0,2112,216,634
"LB06N","Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",53,53,"Yes","30%",0,5774,0,0,5774,216,1732
"LB06P","Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",25,35,"Yes","30%",0,1881,0,0,3842,216,1153
"LB06Q","Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",5,25,"Yes","30%",0,576,0,0,2589,216,777
"LB06R","Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",5,14,"Yes","30%",0,422,0,0,1886,216,566
"LB06S","Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",5,8,"Yes","50%",0,413,0,0,1239,216,620
"LB09C","Intermediate Endoscopic Ureter Procedures, 18 years and under",5,5,"No","-",0,994,0,0,1319,415,0
"LB09D","Intermediate Endoscopic Ureter Procedures, 19 years and over",5,5,"No","-",139,862,0,0,1171,216,0
"LB10B","Major Open Bladder Procedures or Reconstruction, 18 years and under",14,46,"No","-",0,5134,0,0,9206,415,0
"LB10C","Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",32,49,"No","-",0,5488,0,0,6363,216,0
"LB10D","Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",14,17,"No","-",0,3583,0,0,3748,216,0
"LB12Z","Intermediate Open Bladder Procedures",6,32,"No","-",0,2436,0,0,3748,216,0
"LB13C","Major Endoscopic Bladder Procedures with CC Score 7+",21,69,"No","-",0,3232,0,0,8888,216,0
"LB13D","Major Endoscopic Bladder Procedures with CC Score 5-6",6,31,"No","-",0,1944,0,0,5218,216,0
"LB13E","Major Endoscopic Bladder Procedures with CC Score 2-4",5,22,"No","-",0,0,1733,1571,3675,216,0
"LB13F","Major Endoscopic Bladder Procedures with CC Score 0-1",5,15,"No","-",0,0,1523,1381,2587,216,0
"LB14Z","Intermediate Endoscopic Bladder Procedures",5,5,"No","-",729,659,0,0,838,216,0
"LB15D","Minor Bladder Procedures, 18 years and under",5,5,"No","-",0,567,0,0,567,415,0
"LB15E","Minor Bladder Procedures, 19 years and over",5,5,"No","-",228,228,0,0,506,216,0
"LB16D","Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",38,38,"Yes","30%",0,3275,0,0,3651,216,1095
"LB16E","Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6",10,15,"Yes","30%",0,1770,0,0,1770,216,531
"LB16F","Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2",7,7,"Yes","50%",0,1239,0,0,1239,216,619
"LB16G","Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",85,28,"Yes","30%",0,1721,0,0,2642,216,793
"LB16H","Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",6,11,"Yes","50%",0,961,0,0,1480,216,740
"LB16J","Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",5,8,"No","-",0,309,0,0,717,216,0
"LB16K","Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",5,5,"No","-",0,300,0,0,421,216,0
"LB17Z","Introduction of Therapeutic Substance into Bladder",5,5,"No","-",162,162,0,0,165,216,0
"LB18Z","Attention to Suprapubic Bladder Catheter",5,5,"No","-",237,237,0,0,454,216,0
"LB19C","Ureteric or Bladder Disorders, with Interventions, with CC Score 4+",12,33,"Yes","30%",0,2489,0,0,3505,216,1051
"LB19D","Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",5,12,"Yes","30%",0,1773,0,0,1833,216,550
"LB19E","Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",8,28,"Yes","30%",0,1543,0,0,3028,216,908
"LB19F","Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",5,8,"Yes","50%",0,394,0,0,1306,216,653
"LB19G","Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",5,5,"No","-",0,266,0,0,545,216,0
"LB20C","Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+",23,23,"Yes","30%",0,2835,0,0,2835,216,851
"LB20D","Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",10,10,"Yes","50%",0,1645,0,0,1645,216,822
"LB20E","Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",5,21,"Yes","30%",0,2277,0,0,2427,216,728
"LB20F","Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",5,8,"No","-",0,529,0,0,729,216,0
"LB20G","Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",5,5,"No","-",0,406,0,0,406,216,0
"LB21A","Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",12,33,"No","-",0,4429,0,0,6223,216,0
"LB21B","Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",9,28,"No","-",0,3702,0,0,4434,216,0
"LB22Z","Major Laparoscopic, Prostate or Bladder Neck Procedures (Male)",6,22,"No","-",0,4243,0,0,7297,216,0
"LB25D","Transurethral Prostate Resection Procedures with CC Score 6+",12,57,"No","-",0,2893,0,0,7926,216,0
"LB25E","Transurethral Prostate Resection Procedures with CC Score 3-5",5,27,"No","-",0,0,2364,2146,4479,216,0
"LB25F","Transurethral Prostate Resection Procedures with CC Score 0-2",6,17,"No","-",0,0,2127,1931,3121,216,0
"LB26A","Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",5,33,"No","-",0,1400,0,0,4000,216,0
"LB26B","Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",5,9,"No","-",0,1145,0,0,1347,216,0
"LB28C","Non-Malignant Prostate Disorders with Interventions, with CC Score 4+",10,18,"Yes","30%",0,2026,0,0,2320,216,696
"LB28D","Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3",7,7,"Yes","50%",0,1351,0,0,1351,216,675
"LB28E","Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",26,16,"Yes","30%",0,1804,0,0,2182,216,654
"LB28F","Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",5,9,"Yes","50%",0,311,0,0,1296,216,648
"LB28G","Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",5,8,"Yes","75%",0,225,0,0,807,216,605
"LB29A","Major Open Urethra Procedures, 19 years and over",5,9,"No","-",0,2273,0,0,2273,216,0
"LB29C","Major Open Urethra Procedures, between 2 and 18 years",5,5,"No","-",0,2273,0,0,2273,415,0
"LB29D","Major Open Urethra Procedures, 1 year and under",5,5,"No","-",0,2273,0,0,2273,415,0
"LB33Z","Vasectomy Procedures",5,5,"No","-",533,533,0,0,2022,216,0
"LB35C","Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",12,28,"Yes","30%",0,2722,0,0,3543,216,1063
"LB35D","Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",5,7,"Yes","50%",0,1854,0,0,1877,216,939
"LB35E","Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",12,21,"Yes","30%",0,1838,0,0,2508,216,752
"LB35F","Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",13,10,"Yes","50%",0,1321,0,0,1377,216,689
"LB35G","Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",8,8,"Yes","75%",0,786,0,0,786,216,590
"LB35H","Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",5,5,"No","-",0,418,0,0,418,216,0
"LB36Z","Extracorporeal Lithotripsy",5,5,"No","-",403,403,0,0,549,216,0
"LB37C","Miscellaneous Urinary Tract Findings with CC Score 5+",5,19,"Yes","30%",0,1070,0,0,2376,216,713
"LB37D","Miscellaneous Urinary Tract Findings with CC Score 2-4",5,8,"Yes","75%",0,769,0,0,961,216,720
"LB37E","Miscellaneous Urinary Tract Findings with CC Score 0-1",5,5,"No","-",0,357,0,0,452,216,0
"LB38C","Unspecified Haematuria with Interventions, with CC Score 7+",37,37,"Yes","30%",0,3690,0,0,3690,216,1107
"LB38D","Unspecified Haematuria with Interventions, with CC Score 3-6",13,13,"Yes","30%",0,1863,0,0,1863,216,559
"LB38E","Unspecified Haematuria with Interventions, with CC Score 0-2",10,10,"Yes","50%",0,1454,0,0,1454,216,727
"LB38F","Unspecified Haematuria without Interventions, with CC Score 8+",30,17,"Yes","30%",0,1751,0,0,2250,216,675
"LB38G","Unspecified Haematuria without Interventions, with CC Score 4-7",5,10,"Yes","50%",0,585,0,0,1272,216,636
"LB38H","Unspecified Haematuria without Interventions, with CC Score 0-3",5,5,"Yes","75%",0,303,0,0,668,216,501
"LB39C","Cystectomy with Urinary Diversion and Reconstruction, with CC Score 3+",30,30,"No","-",0,9382,0,0,9382,216,0
"LB39D","Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2",20,20,"No","-",0,7028,0,0,7028,216,0
"LB40C","Urinary Tract Stone Disease with Interventions, with CC Score 3+",12,23,"Yes","30%",0,2607,0,0,3249,216,975
"LB40D","Urinary Tract Stone Disease with Interventions, with CC Score 0-2",7,7,"Yes","50%",0,1955,0,0,1955,216,977
"LB40E","Urinary Tract Stone Disease without Interventions, with CC Score 6+",13,17,"Yes","30%",0,2176,0,0,2314,216,694
"LB40F","Urinary Tract Stone Disease without Interventions, with CC Score 3-5",5,6,"Yes","75%",0,690,0,0,991,216,743
"LB40G","Urinary Tract Stone Disease without Interventions, with CC Score 0-2",5,5,"No","-",0,320,0,0,467,216,0
"LB42A","Dynamic Studies of Urinary Tract, 19 years and over",5,5,"No","-",168,168,0,0,372,216,0
"LB42D","Dynamic Studies of Urinary Tract, 18 years and under",5,5,"No","-",220,220,0,0,622,415,0
"LB43Z","Treatment of Erectile Dysfunction",5,5,"No","-",165,165,0,0,444,216,0
"LB47Z","Major Open Penis Procedures",9,9,"No","-",0,7926,0,0,7926,216,0
"LB48Z","Intermediate Open Penis Procedures",5,10,"No","-",0,1772,0,0,2026,216,0
"LB49Z","High Intensity Focused Ultrasound (Male and Female)",5,102,"No","-",991,1994,0,0,4150,216,0
"LB50Z","Implantation of Artificial Urinary Sphincter (Male and Female)",5,75,"No","-",0,8422,0,0,8422,216,0
"LB51A","Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+",5,5,"No","-",0,1314,0,0,1314,216,0
"LB51B","Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1",5,5,"No","-",0,0,1181,1067,1135,216,0
"LB52A","Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",8,41,"No","-",0,2174,0,0,5563,216,0
"LB52B","Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",5,6,"No","-",0,1422,0,0,1878,216,0
"LB53B","Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",5,5,"No","-",0,1281,0,0,1559,415,0
"LB53C","Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",5,17,"No","-",0,1529,0,0,3125,216,0
"LB53D","Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",5,6,"No","-",0,1310,0,0,1871,216,0
"LB54A","Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over",5,5,"No","-",130,1041,0,0,1110,216,0
"LB54C","Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",5,5,"No","-",0,1245,0,0,1245,415,0
"LB54D","Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",5,5,"No","-",0,1258,0,0,1258,415,0
"LB55A","Minor or Intermediate, Urethra Procedures, 19 years and over",5,5,"No","-",147,716,0,0,769,216,0
"LB55B","Minor or Intermediate, Urethra Procedures, 18 years and under",5,5,"No","-",0,861,0,0,1242,415,0
"LB56A","Minor Penis Procedures, 19 years and over",5,5,"No","-",121,884,0,0,884,216,0
"LB56C","Minor Penis Procedures, between 2 and 18 years",5,5,"No","-",0,899,0,0,902,415,0
"LB56D","Minor Penis Procedures, 1 year and under",5,5,"No","-",0,899,0,0,1054,415,0
"LB57C","Urethral Disorders with Interventions",5,15,"Yes","30%",0,1802,0,0,2512,216,754
"LB57D","Urethral Disorders without Interventions",5,5,"Yes","75%",0,275,0,0,777,216,583
"LB58C","Penile Disorders with Interventions",5,20,"Yes","30%",0,1917,0,0,2602,216,780
"LB58D","Penile Disorders without Interventions",5,5,"No","-",0,431,0,0,431,216,0
"LB59Z","Major, Open or Laparoscopic, Bladder Neck Procedures (Female)",9,128,"No","-",0,2821,0,0,3179,216,0
"LB60C","Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",51,80,"No","-",0,17476,0,0,16139,216,0
"LB60D","Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6",20,42,"No","-",0,10005,0,0,11488,216,0
"LB60E","Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3",16,27,"No","-",0,8218,0,0,8374,216,0
"LB60F","Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1",10,22,"No","-",0,6036,0,0,6464,216,0
"LB61C","Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 10+",56,70,"No","-",0,10484,0,0,10959,216,0
"LB61D","Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9",31,40,"No","-",0,7398,0,0,7398,216,0
"LB61E","Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",18,31,"No","-",0,5773,0,0,5773,216,0
"LB61F","Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",14,24,"No","-",0,5001,0,0,5001,216,0
"LB61G","Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",11,20,"No","-",0,4298,0,0,4298,216,0
"LB62C","Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3+",16,48,"No","-",0,5321,0,0,7879,216,0
"LB62D","Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",7,22,"No","-",0,4226,0,0,4691,216,0
"LB63C","Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 2+",12,68,"No","-",0,5418,0,0,10331,415,0
"LB63D","Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",6,18,"No","-",0,3750,0,0,5136,415,0
"LB64C","Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",11,45,"No","-",0,2858,0,0,6937,216,0
"LB64D","Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",5,21,"No","-",0,2074,0,0,3825,216,0
"LB64E","Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",5,7,"No","-",0,1832,0,0,2472,216,0
"LB65C","Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",11,36,"No","-",0,2679,0,0,5405,216,0
"LB65D","Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",5,16,"No","-",0,1934,0,0,3057,216,0
"LB65E","Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",5,7,"No","-",0,1669,0,0,2108,216,0
"LB66Z","Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",7,12,"No","-",0,2798,0,0,3300,415,0
"LB67C","Complex Open Bladder Procedures with CC Score 3+",38,98,"No","-",0,10509,0,0,13650,216,0
"LB67D","Complex Open Bladder Procedures with CC Score 0-2",18,25,"No","-",0,7038,0,0,7038,216,0
"LB68A","Complex Endoscopic Bladder Procedures with CC Score 3+",16,56,"No","-",0,2968,0,0,7642,216,0
"LB68B","Complex Endoscopic Bladder Procedures with CC Score 0-2",5,21,"No","-",0,1799,0,0,3908,216,0
"LB69Z","Major Robotic, Prostate or Bladder Neck Procedures (Male)",5,9,"No","-",0,6430,0,0,9676,216,0
"LB70C","Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",7,43,"No","-",0,2538,0,0,6441,216,0
"LB70D","Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",6,10,"No","-",0,2107,0,0,3227,216,0
"LB71Z","Total Pelvic Exenteration",51,132,"No","-",0,14102,0,0,14102,216,0
"LB72A","Diagnostic Flexible Cystoscopy, 19 years and over",5,5,"No","-",243,220,0,0,694,216,0
"LB72B","Diagnostic Flexible Cystoscopy, 18 years and under",5,5,"No","-",0,707,0,0,1173,415,0
"LB73Z","Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence",5,5,"No","-",0,986,0,0,986,216,0
"LB74Z","Implantation of Penile Prosthesis",5,15,"No","-",0,8401,0,0,8426,216,0
"LB75A","Percutaneous Nephrolithotomy with CC Score 2+",13,13,"No","-",0,4104,0,0,4104,216,0
"LB75B","Percutaneous Nephrolithotomy with CC Score 0-1",7,7,"No","-",0,3503,0,0,3503,216,0
"LB76Z","Transrectal Ultrasound Guided Biopsy of Prostate",5,5,"No","-",327,327,0,0,443,216,0
"LB77Z","Transperineal Template Biopsy of Prostate",5,5,"No","-",0,1088,0,0,1088,216,0
"LB78Z","Minor Prostate or Bladder Neck Procedures (Male)",5,5,"No","-",468,468,0,0,468,216,0
"LB79Z","Insertion of Neurostimulator for Treatment of Urinary Incontinence",5,5,"No","-",0,2477,0,0,2477,216,0
"LB80Z","Insertion of Neurostimulator Electrodes for Treatment of Urinary Incontinence",5,5,"No","-",0,1780,0,0,1780,216,0
"MA01Z","Complex Open, Upper or Lower Genital Tract Procedures",10,42,"No","-",0,3792,0,0,4684,301,0
"MA02A","Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 4+",16,47,"No","-",0,4657,0,0,8777,301,0
"MA02B","Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3",7,23,"No","-",0,3587,0,0,5101,301,0
"MA02C","Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",7,13,"No","-",0,3088,0,0,3866,301,0
"MA03C","Major Open Lower Genital Tract Procedures with CC Score 3+",5,14,"No","-",0,2336,0,0,2494,301,0
"MA03D","Major Open Lower Genital Tract Procedures with CC Score 0-2",5,5,"No","-",0,1979,0,0,1979,301,0
"MA04C","Intermediate Open Lower Genital Tract Procedures with CC Score 3+",6,6,"No","-",0,1921,0,0,1921,301,0
"MA04D","Intermediate Open Lower Genital Tract Procedures with CC Score 0-2",5,5,"No","-",0,0,1638,1485,1524,301,0
"MA06A","Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 4+",15,91,"No","-",0,4144,0,0,6018,301,0
"MA06B","Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",6,31,"No","-",0,3189,0,0,4257,301,0
"MA06C","Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",6,10,"No","-",0,2693,0,0,3132,301,0
"MA07E","Major Open Upper Genital Tract Procedures with CC Score 5+",13,47,"No","-",0,4259,0,0,7134,301,0
"MA07F","Major Open Upper Genital Tract Procedures with CC Score 3-4",7,19,"No","-",0,3275,0,0,4361,301,0
"MA07G","Major Open Upper Genital Tract Procedures with CC Score 0-2",5,9,"No","-",0,2735,0,0,2850,301,0
"MA08A","Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",5,9,"No","-",0,2609,0,0,2926,301,0
"MA08B","Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",5,5,"No","-",0,2217,0,0,2217,301,0
"MA09Z","Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",5,6,"No","-",0,1515,0,0,2461,301,0
"MA10Z","Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",5,5,"No","-",1121,1018,0,0,1436,301,0
